"","g__Turicibacter","g__Parabacteroides","g__[Ruminococcus]","g__Sutterella","f__Peptostreptococcaceae_g__","g__Ruminococcus","g__Veillonella","g__Bacteroides","g__Eggerthella","g__Faecalibacterium","g__Coprococcus","f__Lachnospiraceae_g__","g__Neisseria","g__Haemophilus","g__Blautia","f__Enterobacteriaceae_g__","g__Klebsiella","g__Dorea","g__Dialister","g__Anaerostipes","g__Phascolarctobacterium","g__Staphylococcus","g__Actinomyces","f__Gemellaceae_g__","g__Akkermansia","g__Oscillospira","o__Lactobacillales_g__","g__Adlercreutzia","g__Odoribacter","f__Clostridiaceae_g__","g__Prevotella","g__Roseburia","g__Lachnospira","o__Clostridiales_g__","g__Granulicatella","f__Erysipelotrichaceae_g__","f__Ruminococcaceae_g__","g__Clostridium","g__Streptococcus","g__Aggregatibacter","g__Fusobacterium","g__Conchiformibius","g__Bifidobacterium","g__Collinsella","g__Holdemania","g__[Eubacterium]","f__Rikenellaceae_g__","g__Bilophila"
"1939.SKBTI.0739",0,266,129,190,0,0,11,1994,0,716,10,216,0,16,39,56,0,45,129,0,0,0,0,0,124,0,0,0,0,1,1,1,0,7,0,28,108,0,0,0,0,0,0,0,0,0,0,15
"1939.121502",0,834,6037,211,2253,6,497,4856,25,2,1,1075,0,1738,60,2679,0,2,1000,0,0,25,1,8,0,73,0,0,0,398,0,0,2,8,7,112,996,284,901,0,6,8,490,0,0,20,1,1
"1939.SKBTI.0395",0,83,1854,1,3,0,85,2718,0,812,2,313,0,501,21,84,2,25,0,0,0,0,1,0,0,1,0,0,0,2,0,69,0,394,0,65,95,0,86,0,1,21,1,0,0,144,0,107
"1939.SKBTI.0672.b",21,18,164,1,142,0,2,5246,10,603,24,177,0,26,53,5,0,14,80,0,0,0,10,0,1,0,0,0,0,158,0,9,41,911,0,99,99,0,33,0,68,0,358,0,0,254,98,1
"1939.SKBTI.0652",0,2,481,0,1,0,351,13772,0,303,3,3052,0,201,3,7724,0,1595,1,0,1,0,0,1,1,1,0,0,0,3,5,1,0,17,0,177,286,1,10,67,9184,262,2,0,0,1,2,0
"1939.SKBTI.0839",0,24,45,384,0,4,6,3282,0,1433,31,530,0,42,81,0,0,7,43,0,0,0,1,1,0,159,0,0,26,0,0,0,4,122,0,19,727,0,9,0,2,0,3,0,23,1,429,159
"1939.SKBTI002",0,1205,122,647,14,2,5,5663,0,2689,169,655,6,40,95,16,0,53,2,78,0,17,1,7,87,63,0,0,1,5,201,311,76,380,0,56,221,18,41,0,2,0,0,80,17,0,4,30
"1939.SKBTI044",0,989,657,789,1,945,18,13386,0,3021,147,1897,6,27,1410,22,1,4,2,0,870,0,39,10,19015,440,0,14,183,1,0,146,7,2072,125,142,670,2,131,1,24,0,654,0,11,44,1392,136
"1939.SKBTI055",0,342,818,295,14,40,32,8608,1,1730,88,2630,21,408,529,5507,105,190,595,0,0,0,35,22,0,226,29,0,34,3,13,2424,6,1325,4,490,470,14,104,81,368,9,167,104,0,76,43,256
"1939.SKBTI.0108",16,1853,955,543,72,144,21,12816,4,3085,50,1490,6,112,1264,282,1,26,1,58,264,5,2,34,28,102,0,0,42,151,2175,1457,1,702,5,338,598,8,87,32,9,1,195,1,15,30,419,1
"1939.SKBTI.0126",0,1,630,17,1,79,3,953,2,5025,1,692,0,3,23,2177,2,21,2,0,0,3,0,0,0,6,15,0,0,1,0,164,45,11,0,576,289,0,983,7,1,0,54,0,0,32,2,1
"1939.SKBTI.0107.b",13,218,56,183,17,49,19,2424,0,511,64,382,0,107,164,21,0,28,416,27,0,4,0,5,169,25,0,0,29,15,2111,17,14,327,0,5,413,0,62,7,24,0,40,14,0,0,274,14
"1939.SKBTI.0141.b",0,174,122,865,1,24,10,8271,0,1267,81,745,7,75,48,1684,0,90,18,0,21,0,4,15,157,16,0,0,15,0,74,113,79,242,24,67,104,1,49,1,27,1,40,46,3,0,82,66
"1939.SKBTI.0143.b",0,466,158,2615,0,44,2,7881,0,1975,91,918,0,12,87,26,0,76,65,0,16,0,0,6,1022,315,1,0,250,0,5,65,38,441,20,25,478,6,34,0,83,0,109,0,14,3,450,101
"1939.SKBTI.0155",0,3349,1083,2081,19,854,15,21204,8,218,773,10808,3,42,675,117,1,81,4306,0,0,1,0,1,1,815,0,0,1082,14,4,4235,57,2105,2,361,2513,12,27,4,17,1,3,0,217,663,6319,317
"1939.SKBTI.0169",0,23,886,21,14,2,18,32223,6,8454,1278,947,0,66,236,5316,1,320,7,0,3,2,1,0,5,115,2,1,2,692,3,521,18,534,4,2474,446,1,14,1,80,0,3,0,1,179,4,0
"1939.SKBTI.0193",0,2192,309,4065,2,301,20,13748,0,4333,425,2460,1,181,433,464,1,118,4,29,1,0,3,0,3,1076,0,0,1223,5,14509,280,97,3629,2,169,2924,17,20,3,9,0,0,0,77,16,240,574
"1939.SKBTI.0218",9,6003,372,1553,23,188,12,38326,10,8958,238,2302,0,42,391,25,3,161,1722,9,5,1,1,0,4,472,0,4,617,6,6,412,63,1091,2,523,2242,33,23,3,6,0,110,0,113,69,2678,6
"1939.SKBTI.0256.b",0,72,45,611,2,0,6,6659,0,821,24,1219,0,49,41,6,2,25,87,0,0,37,0,0,0,186,0,2,86,0,2,15,8,148,0,77,483,0,8,5,28,0,0,0,7,0,598,107
"1939.SKBTI.0257",0,1514,3320,7339,23,76,94,37171,25,5701,815,3693,0,106,492,557,2,167,0,9,679,3,0,0,2,492,0,8,181,9,5,151,2,940,0,538,1627,3,18,3,112,0,8,1,37,7,1157,1949
"1939.SKBTI.0197",0,479,98,329,10810,33,56,2433,0,1480,38,576,0,49,72,32,0,56,339,13,32,11,8,5,9,15,0,0,6,145,2271,242,3,882,5,92,321,0,202,0,1,0,51,0,2,3,42,48
"1939.SKBTI.0276",0,1372,131,913,5,431,8,22165,0,1464,20,1071,0,25,222,13,0,270,381,7,109,3,0,0,1,640,0,0,0,0,0,109,27,168,0,110,594,0,0,3,0,0,99,10,8,0,499,196
"1939.SKBTI.1085",0,2,808,0,163,43,0,20,45,2856,173,1630,0,1,941,243,0,278,61,0,0,12,1,0,0,96,0,0,0,17,0,3010,41,1858,0,140,492,0,3,2,14,0,211,0,0,553,3610,0
"1939.SKBTI.1123",0,1194,367,78,111,414,0,7863,0,2442,150,2019,0,17,695,509,0,164,141,4,52,0,0,0,0,96,20,21,87,10,4,214,86,2632,0,78,753,32,34,0,0,0,11,24,9,0,1584,195
"1939.SKBTI.1090",0,816,1637,552,52,6,9,16856,17,4049,479,2149,0,40,612,3702,0,288,0,0,101,0,4,6,0,49,0,0,1,220,0,86,891,588,6,353,432,23,42,6,36,4,9,0,35,21,341,72
"1939.SKBTI.1088",17,306,264,504,479,394,4,12604,0,1542,198,2778,0,109,800,18,0,118,0,61,0,0,0,0,1,112,0,0,26,19,1,1058,38,2600,0,310,463,20,59,0,0,0,0,25,8,4,502,223
"1939.SKBTI.1166",15,647,83,662,64,57,6,2869,0,675,33,247,0,5,173,119,0,35,0,9,0,0,2,0,18,56,6,0,52,2,51,84,2,285,0,9,169,0,0,0,2,0,1,33,0,7,207,46
"1939.SKBTI.1089",51,385,178,1055,279,229,0,12339,0,1452,153,1975,0,106,422,5,0,89,0,49,0,0,0,0,0,61,0,0,19,7,0,708,48,1923,0,236,475,15,65,0,0,0,0,11,17,0,726,199
"1939.SKBTI.1109",0,1124,350,152,68,132,6,4772,0,747,11,554,0,53,166,743,0,4,0,67,68,0,0,0,0,73,0,0,0,8,0,809,0,758,0,58,335,130,0,0,0,0,0,2,12,9,638,134
"1939.SKBTI.1232",0,13,2917,21,442,29,147,122,0,13,52,2947,0,29,312,11389,0,415,1,1,59,2,0,0,1,3,125,0,0,922,2,1021,4,5899,6,3565,263,1070,24,0,653,1,3,0,0,256,0,0
"1939.SKBTI.1192",0,401,475,6,71,24,205,4544,0,9871,34,1364,0,320,10,29,0,128,25,0,0,0,0,6,0,26,0,0,0,7,0,100,1742,579,0,1271,293,0,7,34,428,9,51,22,0,0,1,0
"1939.SKBTI.1231",0,3456,648,4188,0,5,2,22461,0,439,247,4737,0,8,535,976,0,150,5,0,8,0,0,0,0,90,0,0,9,1,0,1305,0,657,0,2560,280,2,3,0,1,0,105,13,0,0,52,8
"1939.SKBTI.1237",2,16167,441,2922,78,745,2,16673,3,6815,229,2065,0,12,1029,13,0,112,0,164,641,0,0,0,0,263,0,0,238,9,0,513,484,1328,0,313,951,134,12,1,0,0,175,3,58,11,3273,405
"1939.SKBTI.1246",0,326,473,858,22,42,128,13851,0,153,60,1356,0,604,91,2231,0,74,432,12,0,0,0,0,0,21,10,0,6,1,1311,111,134,1903,0,374,243,0,27,4,3091,0,70,0,25,41,2,21
"1939.SKBTI.0977",0,0,39,1,0,0,0,52,0,35,0,2,0,86,53,5408,0,12,0,0,0,27,0,38,0,0,0,0,0,0,0,0,0,23,0,0,0,0,80,22,0,0,28,0,0,0,0,0
"1939.SKBTI.1270",0,3,1032,0,86,2,68,20634,13,922,110,2547,0,527,2563,130,0,104,0,0,188,0,0,0,0,120,0,0,0,13,0,2,10,401,0,238,438,0,10,0,1,0,159,0,11,203,25,0
"1939.SKBTI.1265",0,730,325,929,10,1,3,23762,0,777,372,2722,0,5884,295,3,0,159,1,0,0,0,0,0,0,198,0,0,221,1,5,2643,2,675,0,113,307,0,4,0,8,0,0,0,18,29,504,51
"1939.SKBTI.1257",0,175,441,0,13,28,6,14933,2,1526,32,634,0,423,412,313,0,72,0,0,140,4,0,1,0,25,0,0,141,1,2,530,11,355,6,95,138,13,0,33,268,55,3,4,25,8,69,171
"1939.SKBTI.1269",0,195,3995,16,27,11,66,13206,4,2677,35,2021,3,28,48,17,0,74,0,0,132,0,0,7,9,97,0,0,0,1,1,248,22,1413,2,3564,903,0,0,7,295,0,59,10,18,175,9,219
"1939.SKBTI.1310",0,4463,1222,527,3,16,218,2100,40,975,0,857,19,5601,64,2876,0,4,395,0,5,0,6,0,0,70,0,0,3,0,3,30,0,321,3,333,443,0,18,239,5900,235,8,0,0,8,220,447
"1939.121503",0,1396,3237,212,169,2916,3,3277,102,4,474,1500,0,1,1010,298,1,2797,2322,0,0,0,1,4,2,1050,0,0,0,24,0,3,0,50,9,648,915,1,1040,0,0,0,809,2,0,413,335,0
"1939.SKBTI.0507",0,78,1029,0,3,3,20,5921,2,1322,7,555,0,39,4,5,0,22,1,0,39,0,0,0,0,37,0,0,2,1,1,107,10,427,0,650,376,0,2,15,217,1,100,8,0,79,0,204
"1939.SKBTI.0515",0,24,312,1,0,6,2,9855,0,2357,20,417,0,0,13,114,0,18,2,0,37,0,2,0,21,15,0,0,0,0,0,7,0,132,0,110,108,0,1,0,0,11,18,10,10,4,42,213
"1939.SKBTI.0223.a",0,1538,1596,5411,0,1,27,27641,0,8415,12,606,0,2135,90,4302,98,7,3,0,25,0,0,66,8,1,60,0,0,1,5,3,2,106,0,867,1177,1,209,95,70,0,1,0,0,57,2,5
"1939.SKBTI.0198.a",0,217,386,997,0,273,231,11657,0,5315,34,1690,0,139,53,964,2,97,1120,1,2,0,0,0,3,596,1,0,356,0,4,50,11,1649,0,141,3429,53,167,3,10,0,148,123,0,1,995,2
"1939.SKBTI.1012",0,112,1032,2308,0,4,15,16428,4,1642,21,2772,0,1144,8,1013,0,84,2841,0,1,0,0,66,1,12,0,0,11,0,0,6,1,119,6,1097,302,1,9,33,4299,0,102,38,0,1,1,277
"1939.SKBTI.1025",0,6,248,775,0,2,257,13395,1,4851,2,1855,0,557,6,47,1,77,2,0,0,0,0,1,2,182,1,0,214,0,1,1,6,427,0,23,87,125,22,11,55,0,5,0,0,2,3,1
"1939.121475",0,0,1082,993,50,3,7,49,0,1,84,2579,0,0,2076,3284,15,408,1,0,0,1,0,0,0,2,294,1,0,3,0,128,1,1078,1,1239,37,0,373,0,0,0,7,0,0,148,0,0
"1939.SKBTI.0165",4,32,60,425,4,5,0,2986,0,109,2,67,0,127,7,1938,8,1,188,0,0,0,0,16,0,22,0,0,5,75,3,8,8,42,0,44,32,0,13,0,49,0,2,5,0,5,119,51
"1939.SKBTI.0268",18,3,1364,12,10,92,310,16134,13,1102,134,3113,0,229,42,1547,0,390,2,0,568,0,1,107,15,959,6,0,0,21,0,1,0,700,12,241,894,9,260,0,13,0,0,0,21,36,432,0
"1939.SKBTI.0223.b",14,166,194,589,3,0,11,2437,0,493,7,134,5,157,25,391,0,15,0,0,21,11,0,1,0,0,22,0,0,0,0,4,0,10,21,139,109,0,41,0,8,7,0,0,0,2,8,1
"1939.SKBTI.1203",0,953,271,4875,182,145,75,13912,0,5083,28,2149,5,335,54,16,0,85,0,2,3,0,20,8,1,1220,0,0,27,29,0,191,15,432,10,69,913,20,126,15,54,0,3,0,0,3,57,0
"1939.SKBTI.0481",0,3,164,5,0,2,15,4018,0,228,0,45,1,366,3,3789,21,5,1,0,0,0,6,67,0,4,0,0,0,0,0,0,0,9,0,65,33,0,6,20,113,312,0,2,0,0,0,5
"1939.SKBTI.0516",0,1419,408,3491,0,3,259,15185,0,513,16,1751,0,410,7,3748,0,131,586,0,380,0,4,0,0,825,0,0,547,0,0,19,0,236,2,41,467,0,22,0,199,0,11,21,3,0,429,132
"1939.SKBTI.0518",0,0,0,112,0,0,3,440,0,0,0,3,0,30,1,7622,0,2,2,0,0,0,2,0,0,0,3,0,0,2,0,0,0,1,1,0,1,3,4,2,0,0,0,0,0,0,0,0
"1939.SKBTI.0542",0,160,157,612,0,6,2,3647,0,294,3,314,0,13,1,2128,1,7,192,0,5,0,0,0,0,38,0,0,0,0,15,1,0,24,0,25,55,0,2,3,26,0,1,8,0,0,2,7
"1939.SKBTI.0532",0,93,174,38,2,1,12,6488,9,725,4,360,0,17,1,666,0,77,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,33,0,28,131,0,0,0,559,63,3,0,3,10,0,195
"1939.SKBTI.0519",4,40,230,9,9,0,0,2030,0,39,3,140,0,24,4,2268,0,393,0,0,1,0,4,0,0,1,0,0,5,116,0,0,0,86,9,52,13,0,8,0,1,0,0,3,0,0,1,0
"1939.SKBTI.0576",8,7,120,174,250,0,20,6219,0,397,8,154,0,1324,1,512,0,1,8,0,5,0,3,1,0,5,0,0,0,42,0,0,1,24,2,3,17,0,34,8,235,3,12,0,0,0,9,36
"1939.SKBTI.0667",0,47,195,1,22,0,3,3657,2,538,31,210,0,5,0,3020,0,12,26,0,0,33,0,0,0,0,0,0,0,7,0,7,0,28,4,40,33,0,3,0,305,2,2,0,0,5,9,0
"1939.SKBTI.0589",0,905,5093,51,4,34,2,16556,6,1817,250,1345,0,574,65,1341,1,1481,0,0,0,3,0,0,0,16,0,0,0,284,1,3762,5,271,4,748,350,0,20,1,1,4,16,122,76,211,2,1
"1939.SKBTI.0601",0,1,22,2,0,0,1,415,0,33,0,13,0,1,2,12010,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,14,1,0,8,0,0,0,3,0,0,0,8,0
"1939.SKBTI.0605",0,138,60,0,0,0,85,4548,5,1894,0,510,0,4,1,9826,0,0,147,0,0,1,1,0,0,1,0,0,0,0,1,0,0,5,0,8,182,0,13,25,458,96,0,2,0,0,10,341
"1939.SKBTI.0583",0,2,1002,2,0,1,5493,10,0,1,1,3484,0,357,0,11851,32,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,7,971,2581,0,35,515,3,50,0,0,0,78,1,0
"1939.SKBTI.0597",0,230,37,22,0,0,1,6275,4,946,14,540,0,9,38,663,0,28,0,0,25,1,0,0,0,94,0,0,11,0,1,214,0,281,2,105,116,0,6,0,0,0,0,0,11,4,123,77
"1939.SKBTI.0543",0,0,3,0,0,0,155,24,0,0,0,2,0,17075,0,421,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,90,0,15,23,1,5,0,0,0,0,0,0
"1939.SKBTI.0581",0,1,1167,0,120,28,38,6,10,0,0,595,0,26,269,439,0,267,115,0,0,0,0,0,0,446,0,0,0,25,0,6,0,0,0,134,123,0,8,0,2,0,165,0,0,173,0,0
"1939.100209",0,1,1754,1,1759,4,1,9,1,1,286,3692,0,17,8,1148,5,1,7,0,0,1,9,1,0,4309,1872,0,0,594,1,10356,0,339,3,6411,4390,0,1015,0,1,265,3,1,0,2315,0,0
"1939.MGH101725",0,75,388,5,0,46,201,979,0,1,0,133,0,40,66,2319,0,301,23,0,0,0,2,0,0,5,0,0,0,0,0,1,0,23,3,304,370,183,22,0,2,0,0,0,0,117,0,0
"1939.SKBTI091.a",48,184,246,0,83,10,0,2154,0,486,2,191,0,1,2,165,0,389,0,0,31,2,0,0,0,40,0,0,0,333,0,156,0,87,0,20,148,0,9,0,166,40,15,17,43,98,260,132
"1939.MGH102504",0,1,0,246,21,0,4,1979,0,0,0,413,0,0,39,565,0,850,0,0,0,0,0,3,0,17,1,0,0,18,0,0,0,5,0,26,56,1018,2,0,0,0,1,0,0,10,0,0
"1939.MGH102894",0,0,2038,0,15,15,50,0,1,8,6,172,2,196,1,168,0,357,0,0,0,0,0,1,0,16,0,0,0,73,0,8,0,316,7,1228,13,257,45,0,1,8,76,1,0,29,0,0
"1939.SKBTI.0759",0,86,152,511,0,4,290,5617,14,6269,0,171,1,78,0,411,0,87,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,3,85,88,0,6,4,49,26,463,13,0,37,0,0
"1939.SKBTI.0765",1,23,147,0,0,1,43,6230,1,1127,1,335,0,12,2,3332,0,0,0,0,0,6,0,0,0,1,1,0,0,3,2,0,0,11,2,13,44,0,4,5,1,46,0,1,0,1,22,0
"1939.SKBTI.0708",0,2,6,3,0,0,5,30,0,8,0,3,0,6,0,9019,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,6,0,1,0,1,0,0,0,0,0,0,0
"1939.122050",0,1046,1426,998,97,12,38,3118,182,1,311,3000,2,207,130,22,0,15,1490,0,0,0,5,0,0,85,0,0,0,31,0,984,0,906,3,227,78,0,129,0,1,0,964,0,16,317,24,0
"1939.122098.b",0,0,0,0,66,0,174,0,0,1,0,0,0,172,1,1992,0,0,0,0,0,0,7,0,0,0,133,0,0,2,0,0,0,0,2,0,4,1093,74,0,38,0,0,0,0,0,0,0
"1939.SKBTI.0172.a",0,116,75,181,0,77,42,4575,0,4731,32,393,0,1029,0,3991,2,1,191,0,0,0,0,0,0,0,0,0,0,0,0,2,0,65,0,77,1035,0,19,43,168,36,0,0,0,0,0,0
"1939.SKBTI.1112",0,374,207,74,8,8,4,7363,7,7,8,396,0,4,44,36290,0,59,201,0,0,0,0,2,2,35,0,0,28,0,0,1,0,581,0,174,266,0,2,4,0,0,0,19,100,405,4,181
"1939.SKBTI.1171",0,8,210,13,0,3,11,839,0,10,0,27,1,11,2,30304,2,20,5,0,0,0,0,0,0,1,6306,0,1,4,1,1,0,11,0,55,14,2,17,0,4,1,0,0,0,0,1,0
"1939.SKBTI.1173",0,6,446,20,0,2,26,451,1,64,4,40,0,17,6,24442,2,174,14,0,0,0,0,3,0,0,3553,0,0,4,4,7,1,13,2,60,32,0,16,2,5,0,0,0,1,4,1,6
"1939.SKBTI.1210",1,128,737,3,86,6,9,14954,0,940,38,1638,0,1,45,1763,4,115,2,0,1,0,0,1,0,12,0,0,1,330,0,9,0,1813,0,2625,127,2,2,0,0,0,364,43,0,6,33,1
"1939.SKBTI.1214",0,12,103,24,1,1,95,188,0,19,6,66,10,1800,3,24157,4,6,19,0,0,2,1,3,3,0,0,0,1,3,2,8,0,5,1,13,78,0,12,3579,142,13,17,0,0,2,4,0
"1939.SKBTI.1228",2,1,119,1,0,10,59,564,0,39,2,121,0,946,17,16958,16,3,0,0,4,0,1,15,0,0,3,0,0,34,1,22,0,26,8,7,124,0,23,2143,57,5,1,0,2,4,1,0
"1939.SKBTI.1238",0,651,860,784,34,19,22,12829,1,1367,42,1447,1,35,119,2441,1,192,2159,5,3,0,0,16,10,157,1,0,94,3,1,11,0,1240,0,107,334,12,3,452,9195,0,12,0,11,9,338,327
"1939.SKBTI.0996",0,296,5742,2217,0,0,22,14726,25,342,1,1077,0,7,1,27516,0,2715,361,0,0,12,0,4,2,61,0,0,1,0,0,5,1,50,1,1314,101,0,9,37,831,12,3,0,0,18,4,117
"1939.SKBTI.1207",0,1,5,3,26,1,572,16451,0,4,0,4,43,1663,3,472,246,0,1,0,0,0,7,5,2,0,18,0,0,17,1,0,0,2,9,2,278,29,27,11,6778,13,5,0,0,2,5,0
"1939.SKBTI.1055",0,69,71,296,7,2,9,5342,0,103,1,569,0,6,25,29214,927,15,1,0,0,0,0,0,0,8,0,0,0,0,0,32,57,319,0,86,127,0,1,1,1,0,7,0,0,3,4,4
"1939.SKBTI.1017",0,262,282,2177,2,3,66,9947,18,5784,5,2884,0,1959,22,1570,0,599,307,0,0,0,0,2,0,188,0,0,0,71,0,133,0,218,2,336,492,67,7,549,1028,67,19,0,3,6,2,396
"1939.SKBTI.1050",0,832,414,1005,0,36,2,7645,0,1334,3,247,0,125,43,983,0,93,1,0,0,0,0,0,0,53,0,0,207,0,0,0,0,244,14,37,63,1,3,0,8,3,12,0,0,0,827,48
"1939.SKBTI.1306",0,13,17,37,0,2,0,264,0,20,0,51,0,7,6,4535,0,0,0,0,6,0,2,6,0,18,0,0,4,0,0,9,0,22,0,17,14,0,19,0,7,0,0,0,0,0,12,2
"1939.121386",0,5,97,1603,10,35,2560,471,3,1093,110,2047,0,1,10,71,0,1814,2433,0,0,0,2,0,2,1,10,0,0,2,0,1,0,20,0,6,111,136,67,0,1,0,8120,1328,0,4,1,2
"1939.121387",0,2,942,0,6,0,92,9500,1,3,2,8,1,11,5,1746,68,823,1023,0,0,0,1,2,1551,0,23,0,0,31,0,3,0,8,6,1266,432,3,63,0,1884,0,4431,2149,0,3,1,0
"1939.SKBTI.0391",0,0,0,0,0,0,0,5,0,1,0,2,0,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,1,1,0,2,1,0,31,0,0,0,0,0,0,0,0,0
"1939.SKBTI035",0,56,63,177,0,0,0,1221,44,14,71,143,3,1,0,841,15,1,0,0,17,27,0,67,0,30,100,0,1,0,0,0,0,2,0,37,43,0,18,0,289,0,17,0,0,0,1,0
"1939.SKBTI067",28,7,3831,18,703,0,70,669,0,1144,2,1518,3,5,0,14916,2102,73,0,0,0,0,0,1,0,75,30,0,5,1175,4,1,0,21,0,26,215,1307,2,0,3,0,59,6,0,0,7,0
"1939.SKBTI.0118",0,29,1397,1014,41,2,10,118,0,333,2,2146,0,49,40,18815,3,86,10,0,0,4,0,0,1,30,14,0,3,17,1,21,0,2,0,394,802,0,9,6,8,0,47,0,0,70,6,0
"1939.SKBTI.0102.b",0,93,117,159,10,13,5,1056,5,361,6,252,0,1,1,4292,44,23,30,0,0,0,0,0,4,14,325,0,24,4,0,0,0,8,15,19,34,14,0,0,0,0,9,0,0,0,62,0
"1939.SKBTI.0114",0,1,333,2,10,1,76,19165,0,14,2,396,0,1335,10,518,0,0,1,0,0,0,0,28,1,1,7,0,0,24,0,2,0,15,6,8,79,0,81,289,504,20,0,1,0,0,2,1
"1939.SKBTI.0113",0,2,5,20,0,0,1292,40,0,4,0,1,0,1060,0,8042,119,0,12,0,0,17,0,0,1,0,58,0,1,0,0,0,0,1,4,0,1231,0,7,0,10692,99,2,1,0,0,0,0
"1939.SKBTI.0194",0,10,5,2903,0,6,363,809,0,37,3,30,0,6020,3,11420,6,1,143,0,1,0,0,1,5,5,0,0,0,1,49,5,0,11,75,2,65,1,27,458,4893,22,1,0,0,0,2,9
"1939.SKBTI.0227.b",0,2,297,203,3,19,12,7811,0,479,85,329,0,12,0,1037,0,8,15,0,0,0,0,33,15,79,0,0,0,10,0,46,11,7,6,171,77,0,65,1,6,0,0,2,0,56,2,21
"1939.SKBTI.0240",0,24,145,2596,5,4,2558,385,0,155,1,2780,2,1415,5,6175,1,7,29,11,2,0,1,0,1,18,6,0,0,1,1,6,3,38,1,10,1203,0,9,7,1,0,5,0,0,0,28,14
"1939.SKBTI.0265.b",0,4,5,1,0,0,272,124,0,29,5,10,9,245,2,2900,245,0,130,0,0,54,0,7,0,3,0,0,0,0,3,2,0,0,10,0,78,0,24,148,1020,16,0,2,0,0,17,0
"1939.SKBTI.0272.b",0,46,42,955,0,5,178,5008,4,153,2,189,86,1415,9,8675,4,10,859,0,0,0,25,117,1,22,0,0,38,1,0,16,1,21,26,12,30,0,236,711,1751,0,5,0,1,0,44,191
"1939.SKBTI.1225",0,3,76,3305,1254,117,487,16895,31,142,1,4976,0,426,19,4278,1,34,192,0,0,0,1,0,0,86,0,0,0,174,3,1254,3,900,0,3766,2385,0,57,10,187,3,3,0,0,121,1,0
"1939.SKBTI.1043",0,36,1,48,0,20,0,182,0,90,13,29,0,1,16,16035,116,0,22,0,0,0,0,0,0,0,617,0,6,0,0,38,0,33,0,32,85,0,18,0,0,10,32,3,0,0,31,0
"1939.SKBTI.1249",0,156,165,9337,0,0,2780,295,15,165,89,119,0,414,31,14129,247,7,20,0,10,20,0,0,0,0,0,0,0,0,20,99,0,48,0,58,91,4,82,0,41,4,22,0,0,8,6,6
"1939.SKBTI.1284",0,45,364,1943,0,0,77,6467,0,1798,12,945,0,4590,31,3223,5,33,526,0,5,0,0,0,0,195,0,0,10,0,0,39,0,130,0,17,532,91,2,2605,227,0,14,0,0,1,0,128
"1939.SKBTI.0531",0,545,611,1,70,62,37,10064,7,2958,42,2490,0,256,32,10,0,139,0,0,0,0,5,1,3,139,0,0,1,15,1,53,0,292,1,99,988,0,18,0,118,2,0,0,0,11,0,0
"1939.SKBTI.0630",0,4504,2504,3071,2,0,127,17471,20,1670,2,1868,0,3,168,16,1,2,2,0,0,3,0,0,361,30,18,0,4,3,2,2,0,75,14,2,1918,0,22,0,1,0,1362,0,2,476,1370,3
"1939.SKBTI.0713",0,562,584,19,1,0,12,8212,1,1422,246,849,0,67,7,71,0,35,0,0,0,2,0,2,0,21,0,0,9,2,1,2,0,105,0,21,131,0,1,7,17,43,6,0,2,3,0,53
"1939.SKBTI.1280",0,0,471,1,0,16,0,5910,0,322,4,1772,1,12,16,75,0,21,0,0,21,6,0,0,0,0,0,0,0,0,0,274,0,934,0,49,79,0,0,0,40,0,0,0,0,0,5,1
"1939.SKBTI.1153",11,100,110,63,16,47,0,2333,0,509,22,303,0,22,83,379,0,25,112,0,0,0,0,0,0,39,17,0,95,1,0,158,23,159,0,5,243,0,16,0,0,0,22,7,2,0,577,19
"1939.SKBTI.0646",0,64,231,773,0,3,0,3405,0,1177,7,202,0,53,11,36,0,16,235,0,0,0,0,0,0,164,0,0,18,0,0,2,0,69,0,27,307,0,2,0,0,0,18,13,0,3,109,33
"1939.SKBTI.0569",0,0,223,648,4,1,0,5309,0,43,21,151,0,0,23,51,0,65,0,21,0,6,5,0,0,33,0,0,0,13,0,36,1,77,0,57,113,38,1,0,20,0,9,0,3,10,22,30
"1939.SKBTI075.a",0,65,229,0,0,0,0,1797,0,1228,26,411,0,20,14,428,1,21,168,0,0,0,0,0,0,7,0,0,0,0,1,11,139,136,0,166,191,0,9,0,3,0,10,5,0,2,9,40
"1939.SKBTI.1075",0,76,40,875,0,0,0,5853,0,442,7,315,0,354,0,66,0,50,54,0,0,0,7,0,0,18,0,0,0,22,0,131,43,94,0,64,233,0,0,0,0,0,6,9,3,11,9,64
"1939.SKBTI.1175",0,9,33,12,2,2,0,277,0,5,1,50,0,49,3,23928,67,2,10,0,0,9,0,0,1,2,0,0,0,1,3,6,0,11,6,8,4,0,21,13,25,0,0,0,0,13,5,0
